actors,movie_id,movie_title
Elvis Nolasco,3104930,Da Sweet Blood of Jesus 
Rami Malek,3104930,Da Sweet Blood of Jesus 
Felicia Pearson,3104930,Da Sweet Blood of Jesus 
Laura San Giacomo,98724,"Sex, Lies, and Videotape "
Peter Gallagher,98724,"Sex, Lies, and Videotape "
Steven Brill,98724,"Sex, Lies, and Videotape "
Monica Potter,387564,Saw 
Michael Emerson,387564,Saw 
Shawnee Smith,387564,Saw 
Daniel von Bargen,247745,Super Troopers 
Geoffrey Arend,247745,Super Troopers 
Jay Chandrasekhar,247745,Super Troopers 
Harry Lennix,1681370,The Algerian 
Zuhair Haddad,1681370,The Algerian 
Ben Youcef,1681370,The Algerian 
Vera Wilson,2414046,The Amazing Catfish 
Ximena Ayala,2414046,The Amazing Catfish 
José Manuel Orozco Angulo,2414046,The Amazing Catfish 
Jon Hamm,970416,The Day the Earth Stood Still 
Keanu Reeves,970416,The Day the Earth Stood Still 
Juan Riedinger,970416,The Day the Earth Stood Still 
Randeep Hooda,265343,Monsoon Wedding 
Naseeruddin Shah,265343,Monsoon Wedding 
Lillete Dubey,265343,Monsoon Wedding 
Rory Culkin,203230,You Can Count on Me 
Matthew Broderick,203230,You Can Count on Me 
Gaby Hoffmann,203230,You Can Count on Me 
John Forsythe,48750,The Trouble with Harry 
Jerry Mathers,48750,The Trouble with Harry 
Royal Dano,48750,The Trouble with Harry 
Morgan Freeman,425210,Lucky Number Slevin 
Bruce Willis,425210,Lucky Number Slevin 
Dorian Missick,425210,Lucky Number Slevin 
Clea DuVall,179116,But I'm a Cheerleader 
Natasha Lyonne,179116,But I'm a Cheerleader 
Eddie Cibrian,179116,But I'm a Cheerleader 
Drew Waters,2051894,Home Run 
Vivica A. Fox,2051894,Home Run 
Scott Elrod,2051894,Home Run 
Steve Buscemi,105236,Reservoir Dogs 
Quentin Tarantino,105236,Reservoir Dogs 
Chris Penn,105236,Reservoir Dogs 
Nigel Bruce,32264,The Blue Bird 
Spring Byington,32264,The Blue Bird 
Gale Sondergaard,32264,The Blue Bird 
Luigi Pistilli,60196,"The Good, the Bad and the Ugly "
Clint Eastwood,60196,"The Good, the Bad and the Ugly "
Enzo Petito,60196,"The Good, the Bad and the Ugly "
Regina Casé,3742378,The Second Mother 
Alex Huszar,3742378,The Second Mother 
Luis Miranda,3742378,The Second Mother 
Marshall Allman,1758575,Blue Like Jazz 
Jason Marsden,1758575,Blue Like Jazz 
Eric Lange,1758575,Blue Like Jazz 
Coyote Shivers,283323,Down and Out with the Dolls 
Lemmy,283323,Down and Out with the Dolls 
Zoë Poledouris,283323,Down and Out with the Dolls 
,2035599,"Pink Ribbons, Inc. "
,2035599,"Pink Ribbons, Inc. "
,2035599,"Pink Ribbons, Inc. "
Sarah Silverman,976025,Certifiably Jonathan 
Robin Williams,976025,Certifiably Jonathan 
Jonathan Winters,976025,Certifiably Jonathan 
Johnny Amaro,1879030,Q 
Déborah Révy,1879030,Q 
Yassine Azzouz,1879030,Q 
Antonio Arrué,1349485,The Knife of Don Juan 
Nataniel Sánchez,1349485,The Knife of Don Juan 
Juan Carlos Montoya,1349485,The Knife of Don Juan 
Scott Adsit,338075,Grand Theft Parsons 
Marley Shelton,338075,Grand Theft Parsons 
Jim Cody Williams,338075,Grand Theft Parsons 
Denise Boutte,806147,Extreme Movie 
Rich Ceraulo,806147,Extreme Movie 
Vanessa Lee Chester,806147,Extreme Movie 
David Niven,27438,The Charge of the Light Brigade 
Errol Flynn,27438,The Charge of the Light Brigade 
Spring Byington,27438,The Charge of the Light Brigade 
Kristin Booth,1641388,Below Zero 
Michael Berryman,1641388,Below Zero 
Michael Eisner,1641388,Below Zero 
Victor Zinck Jr.,2180333,Crowsnest 
Christie Burke,2180333,Crowsnest 
Chelsey Reist,2180333,Crowsnest 
Jacob Vargas,106233,Airborne 
Alanna Ubach,106233,Airborne 
Brittney Powell,106233,Airborne 
Cleavon Little,65579,Cotton Comes to Harlem 
Redd Foxx,65579,Cotton Comes to Harlem 
Calvin Lockhart,65579,Cotton Comes to Harlem 
Sabrina Carmichael,1943014,The Wicked Within 
William McNamara,1943014,The Wicked Within 
Patrick Muldoon,1943014,The Wicked Within 
Deirdre Lorenz,2622294,Bleeding Hearts 
Seregon O'Dassey,2622294,Bleeding Hearts 
Dustin Diamond,2622294,Bleeding Hearts 
Dane Cook,348333,Waiting... 
Ryan Reynolds,348333,Waiting... 
Vanessa Lengies,348333,Waiting... 
Gary Stretch,419677,Dead Man's Shoes 
Paddy Considine,419677,Dead Man's Shoes 
George Newton,419677,Dead Man's Shoes 
John Jarratt,4460878,Wolf Creek             
Richard Cawthorne,4460878,Wolf Creek             
Lucy Fry,4460878,Wolf Creek             
Clu Gulager,91671,From a Whisper to a Scream 
Terry Kiser,91671,From a Whisper to a Scream 
Susan Tyrrell,91671,From a Whisper to a Scream 
,304692,Sex with Strangers 
,304692,Sex with Strangers 
,304692,Sex with Strangers 
CindyMarie Small,293113,Dracula: Pages from a Virgin's Diary 
Sarah Murphy-Dyson,293113,Dracula: Pages from a Virgin's Diary 
Brent Neale,293113,Dracula: Pages from a Virgin's Diary 
Frank Rautenbach,850667,Faith Like Potatoes 
Sean Cameron Michael,850667,Faith Like Potatoes 
Jeanne Neilson,850667,Faith Like Potatoes 
Marilyn Norry,1534085,Beyond the Black Rainbow 
Chris Gauthier,1534085,Beyond the Black Rainbow 
Eva Bourne,1534085,Beyond the Black Rainbow 
Yayan Ruhian,1899353,The Raid: Redemption 
Iko Uwais,1899353,The Raid: Redemption 
Donny Alamsyah,1899353,The Raid: Redemption 
Vernon Wells,923653,The Dead Undead 
Johnny Pacar,923653,The Dead Undead 
Matthew R. Anderson,923653,The Dead Undead 
Anella Vastola,3043194,The Vatican Exorcisms 
Piero Maggiò,3043194,The Vatican Exorcisms 
Joe Marino,3043194,The Vatican Exorcisms 
Claude Rains,34583,Casablanca 
Humphrey Bogart,34583,Casablanca 
Conrad Veidt,34583,Casablanca 
Rosie Traynor,816556,Lake Mungo 
Talia Zucker,816556,Lake Mungo 
Martin Sharpe,816556,Lake Mungo 
Shazahn Padamsee,1434447,Rocket Singh: Salesman of the Year 
Ranbir Kapoor,1434447,Rocket Singh: Salesman of the Year 
Gauhar Khan,1434447,Rocket Singh: Salesman of the Year 
Ron Rifkin,67756,Silent Running 
Bruce Dern,67756,Silent Running 
Jesse Vint,67756,Silent Running 
Burgess Meredith,75148,Rocky 
Sylvester Stallone,75148,Rocky 
Carl Weathers,75148,Rocky 
Brady Corbet,2723576,The Sleepwalker 
Christopher Abbott,2723576,The Sleepwalker 
Gitte Witt,2723576,The Sleepwalker 
Hal Holbrook,80749,The Fog 
Jamie Lee Curtis,80749,The Fog 
Janet Leigh,80749,The Fog 
Susannah York,57590,Tom Jones 
Albert Finney,57590,Tom Jones 
Hugh Griffith,57590,Tom Jones 
Renee Olstead,3713166,Unfriended 
Shelley Hennig,3713166,Unfriended 
Heather Sossaman,3713166,Unfriended 
Albert Brooks,75314,Taxi Driver 
Robert De Niro,75314,Taxi Driver 
Peter Boyle,75314,Taxi Driver 
Robert Picardo,82533,The Howling 
Patrick Macnee,82533,The Howling 
Dee Wallace,82533,The Howling 
Jack Lord,55928,Dr. No 
Ursula Andress,55928,Dr. No 
Lois Maxwell,55928,Dr. No 
Ingrid Bolsø Berdal,1991245,Chernobyl Diaries 
Jesse McCartney,1991245,Chernobyl Diaries 
Jonathan Sadowski,1991245,Chernobyl Diaries 
Ashley Laurence,93177,Hellraiser 
Andrew Robinson,93177,Hellraiser 
Clare Higgins,93177,Hellraiser 
Robin Givens,4824308,God's Not Dead 2 
Benjamin A. Onyango,4824308,God's Not Dead 2 
Maria Canals-Barrera,4824308,God's Not Dead 2 
Gary Cole,384286,Cry_Wolf 
Julian Morris,384286,Cry_Wolf 
Lindy Booth,384286,Cry_Wolf 
Naomi Nishida,188640,Godzilla 2000 
Hiroshi Abe,188640,Godzilla 2000 
Sakae Kimura,188640,Godzilla 2000 
Mike Vogel,1120985,Blue Valentine 
Ryan Gosling,1120985,Blue Valentine 
John Doman,1120985,Blue Valentine 
Felicity Huffman,407265,Transamerica 
Kevin Zegers,407265,Transamerica 
Paul Borghese,407265,Transamerica 
Claudiu Trandafir,1560985,The Devil Inside 
Fernanda Andrade,1560985,The Devil Inside 
Brian Johnson,1560985,The Devil Inside 
Cynthia Myers,65466,Beyond the Valley of the Dolls 
Charles Napier,65466,Beyond the Valley of the Dolls 
Harrison Page,65466,Beyond the Valley of the Dolls 
Neville Brand,49452,Love Me Tender 
James Drury,49452,Love Me Tender 
Debra Paget,49452,Love Me Tender 
Al Gore,497116,An Inconvenient Truth 
Billy West,497116,An Inconvenient Truth 
,497116,An Inconvenient Truth 
Richard Jaeckel,41841,Sands of Iwo Jima 
James Brown,41841,Sands of Iwo Jima 
Forrest Tucker,41841,Sands of Iwo Jima 
Keith Richards,893382,Shine a Light 
Mick Jagger,893382,Shine a Light 
Albert Maysles,893382,Shine a Light 
Richard Burgi,2403021,The Green Inferno 
Daryl Sabara,2403021,The Green Inferno 
Magda Apanowicz,2403021,The Green Inferno 
Alex Lawther,2248739,Departure 
Juliet Stevenson,2248739,Departure 
Niamh Cusack,2248739,Departure 
Adam Arkin,1866249,The Sessions 
W. Earl Brown,1866249,The Sessions 
Rhea Perlman,1866249,The Sessions 
Eric Schlosser,1286537,"Food, Inc. "
Michael Pollan,1286537,"Food, Inc. "
Barbara Kowalcyk,1286537,"Food, Inc. "
Robert Amaya,1720182,October Baby 
Rachel Hendrix,1720182,October Baby 
Jason Burkey,1720182,October Baby 
Callie Thorne,119778,Next Stop Wonderland 
Philip Seymour Hoffman,119778,Next Stop Wonderland 
Holland Taylor,119778,Next Stop Wonderland 
Jennifer Garner,467406,Juno 
J.K. Simmons,467406,Juno 
Rainn Wilson,467406,Juno 
Boyd Holbrook,1571249,The Skeleton Twins 
Ty Burrell,1571249,The Skeleton Twins 
Kathleen Rose Perkins,1571249,The Skeleton Twins 
Julia Garner,1441326,Martha Marcy May Marlene 
Christopher Abbott,1441326,Martha Marcy May Marlene 
Brady Corbet,1441326,Martha Marcy May Marlene 
Jenny Slate,2910274,Obvious Child 
Gaby Hoffmann,2910274,Obvious Child 
Jake Lacy,2910274,Obvious Child 
Michael O'Keefe,978759,Frozen River 
Charlie McDermott,978759,Frozen River 
Misty Upham,978759,Frozen River 
Lou Adler,2396566,20 Feet from Stardom 
Sheryl Crow,2396566,20 Feet from Stardom 
Merry Clayton,2396566,20 Feet from Stardom 
Natasha Gregson Wagner,124179,Two Girls and a Guy 
Robert Downey Jr.,124179,Two Girls and a Guy 
Angel David,124179,Two Girls and a Guy 
Anne Heche,118113,Walking and Talking 
Kevin Corrigan,118113,Walking and Talking 
Vincent Pastore,118113,Walking and Talking 
Mark Addy,119164,The Full Monty 
Tom Wilkinson,119164,The Full Monty 
Lesley Sharp,119164,The Full Monty 
Phyllis Diller,489037,Who Killed the Electric Car? 
Ed Begley Jr.,489037,Who Killed the Electric Car? 
Colette Divine,489037,Who Killed the Electric Car? 
Nia Long,222850,The Broken Hearts Club: A Romantic Comedy 
Justin Theroux,222850,The Broken Hearts Club: A Romantic Comedy 
Mary McCormack,222850,The Broken Hearts Club: A Romantic Comedy 
Ossie Davis,281686,Bubba Ho-Tep 
Daniel Roebuck,281686,Bubba Ho-Tep 
Ella Joyce,281686,Bubba Ho-Tep 
Dylan Minnette,1051904,Goosebumps 
Odeya Rush,1051904,Goosebumps 
Ken Marino,1051904,Goosebumps 
Saul Williams,139615,Slam 
Sonja Sohn,139615,Slam 
Bonz Malone,139615,Slam 
Frank Gerrish,268200,Brigham City 
Wilford Brimley,268200,Brigham City 
Rick Macy,268200,Brigham City 
Manoj Bajpayee,248012,Fiza 
Karisma Kapoor,248012,Fiza 
Jaya Bhaduri,248012,Fiza 
Sid Caesar,82517,History of the World: Part I 
Madeline Kahn,82517,History of the World: Part I 
Dom DeLuise,82517,History of the World: Part I 
Dian Bachar,124819,Orgazmo 
Trey Parker,124819,Orgazmo 
Matt Stone,124819,Orgazmo 
Paul Schneider,299458,All the Real Girls 
Zooey Deschanel,299458,All the Real Girls 
Shea Whigham,299458,All the Real Girls 
Cathy Moriarty,119019,Dream with the Fishes 
David Arquette,119019,Dream with the Fishes 
Kathryn Erbe,119019,Dream with the Fishes 
Agnes Bruckner,290145,Blue Car 
Frances Fisher,290145,Blue Car 
A.J. Buckley,290145,Blue Car 
Lupe Ontiveros,160498,Luminarias 
Cheech Marin,160498,Luminarias 
Robert Beltran,160498,Luminarias 
Nat Wolff,2479800,Palo Alto 
James Franco,2479800,Palo Alto 
Olivia Crocicchia,2479800,Palo Alto 
Scandar Copti,1077262,Ajami 
Shahir Kabaha,1077262,Ajami 
Ranin Karim,1077262,Ajami 
Patrick Fugit,477139,Wristcutters: A Love Story 
Leslie Bibb,477139,Wristcutters: A Love Story 
Chase Ellison,477139,Wristcutters: A Love Story 
Cara Seymour,2884206,I Origins 
Steven Yeun,2884206,I Origins 
Venida Evans,2884206,I Origins 
Elden Henson,357470,The Battle of Shaker Heights 
Shiri Appleby,357470,The Battle of Shaker Heights 
Kathleen Quinlan,357470,The Battle of Shaker Heights 
AJ Michalka,380510,The Lovely Bones 
Michael Imperioli,380510,The Lovely Bones 
Tom McCarthy,380510,The Lovely Bones 
Herman Koto,2375605,The Act of Killing 
Anwar Congo,2375605,The Act of Killing 
Syamsul Arifin,2375605,The Act of Killing 
George W. Bush,854678,Taxi to the Dark Side 
Alex Gibney,854678,Taxi to the Dark Side 
Greg D'Agostino,854678,Taxi to the Dark Side 
Marv Albert,489247,Once in a Lifetime: The Extraordinary Story of the New York Cosmos 
Pelé,489247,Once in a Lifetime: The Extraordinary Story of the New York Cosmos 
Ahmet Ertegun,489247,Once in a Lifetime: The Extraordinary Story of the New York Cosmos 
Rufus Graham,428609,Guiana 1838 
Kumar Gaurav,428609,Guiana 1838 
Aasheekaa Bathija,428609,Guiana 1838 
Fisher Stevens,233699,Lisa Picard Is Famous 
Mira Sorvino,233699,Lisa Picard Is Famous 
Melissa Gilbert,233699,Lisa Picard Is Famous 
Tom Hamann,2361700,Antarctica: A Year on Ice 
Josh Swanson,2361700,Antarctica: A Year on Ice 
Anthony Powell,2361700,Antarctica: A Year on Ice 
Brian Whitaker,3214286,A Lego Brickumentary 
G.W. Krauss,3214286,A Lego Brickumentary 
Jason Bateman,3214286,A Lego Brickumentary 
Randy Wayne,1907639,Hardflip 
Matthew Ziff,1907639,Hardflip 
Raquel Elizabeth Ames,1907639,Hardflip 
Anil Kapoor,454431,Chocolate: Deep Dark Secrets 
Emraan Hashmi,454431,Chocolate: Deep Dark Secrets 
Sunil Shetty,454431,Chocolate: Deep Dark Secrets 
Greta Gerwig,1172994,The House of the Devil 
Lena Dunham,1172994,The House of the Devil 
Dee Wallace,1172994,The House of the Devil 
Clayne Crawford,1334553,The Perfect Host 
David Hyde Pierce,1334553,The Perfect Host 
Nathaniel Parker,1334553,The Perfect Host 
Michael Lerner,120813,Safe Men 
Harvey Fierstein,120813,Safe Men 
Josh Pais,120813,Safe Men 
Patsy Kensit,155197,Speedway Junky 
Patrick Renna,155197,Speedway Junky 
Adrienne Frantz,155197,Speedway Junky 
Louis Mustillo,161743,The Last Big Thing 
Yul Vazquez,161743,The Last Big Thing 
James Lorinz,161743,The Last Big Thing 
James Gunn,181836,The Specials 
Judy Greer,181836,The Specials 
Jamie Kennedy,181836,The Specials 
Emily Baldoni,1130087,16 to Life 
Will Rothhaar,1130087,16 to Life 
Hallee Hirsh,1130087,16 to Life 
Ana Claudia Talancón,472259,Alone with Her 
Jordana Spiro,472259,Alone with Her 
Jonathon Trent,472259,Alone with Her 
Alexia Rasmussen,3277624,Creative Control 
Nora Zehetner,3277624,Creative Control 
Meredith Hagner,3277624,Creative Control 
Paul Blackthorne,479162,Special 
Michael Rapaport,479162,Special 
Ian Bohen,479162,Special 
Jamie Kennedy,124137,Sparkler 
Frances Bay,124137,Sparkler 
Veronica Cartwright,124137,Sparkler 
Vanilla Ice,401462,The Helix... Loaded 
Scott Levy,401462,The Helix... Loaded 
Jennifer Sky,401462,The Helix... Loaded 
Mariel Hemingway,487156,In Her Line of Fire 
David Keith,487156,In Her Line of Fire 
Jesse Hutch,487156,In Her Line of Fire 
Frank Whaley,271020,The Jimmy Show 
Lynn Cohen,271020,The Jimmy Show 
Heather Bucha,271020,The Jimmy Show 
Andrea Vergara,2852376,Heli 
Kenny Johnston,2852376,Heli 
Gabriel Reyes,2852376,Heli 
Ayesha Omar,4590482,Karachi se Lahore 
Rasheed Naz,4590482,Karachi se Lahore 
Javed Sheikh,4590482,Karachi se Lahore 
Kevin McCarthy,323120,Loving Annabelle 
Ilene Graff,323120,Loving Annabelle 
Laura Breckenridge,323120,Loving Annabelle 
Matt Walsh,3145220,Hits 
Jason Ritter,3145220,Hits 
Amy Sedaris,3145220,Hits 
A.J. Buckley,425151,Jimmy and Judy 
Nicole Randall Johnson,425151,Jimmy and Judy 
James Eckhouse,425151,Jimmy and Judy 
Lauren C. Mayhew,1414361,Frat Party 
Randy Wayne,1414361,Frat Party 
Alicia Ziegler,1414361,Frat Party 
Eddie Albert,60816,The Party's Over 
Oliver Reed,60816,The Party's Over 
Louise Sorel,60816,The Party's Over 
Ossie Davis,393616,Proud 
Aidan Quinn,393616,Proud 
Janet Hubert,393616,Proud 
Chloë Grace Moretz,1014806,The Poker House 
Jennifer Lawrence,1014806,The Poker House 
Bokeem Woodbine,1014806,The Poker House 
Barbara Hershey,867270,Childless 
Joe Mantegna,867270,Childless 
Diane Venora,867270,Childless 
Janette Armand,1134674,ZMD: Zombies of Mass Destruction 
Russell Hodgkinson,1134674,ZMD: Zombies of Mass Destruction 
Kevin Hamedani,1134674,ZMD: Zombies of Mass Destruction 
Shanley Caswell,2149137,Snow White: A Deadly Summer 
Maureen McCormick,2149137,Snow White: A Deadly Summer 
Tim Abell,2149137,Snow White: A Deadly Summer 
Germán Alcarazu,3289362,Hidden Away 
Álex Angulo,3289362,Hidden Away 
Joseba Ugalde,3289362,Hidden Away 
Marlene Forte,1679248,My Last Day Without You 
Nicole Beharie,1679248,My Last Day Without You 
Reg E. Cathey,1679248,My Last Day Without You 
Sticky Fingaz,826751,Steppin: The Movie 
Wesley Jonathan,826751,Steppin: The Movie 
Chrystee Pharris,826751,Steppin: The Movie 
Tom Berenger,3359872,Doc Holliday's Revenge 
William McNamara,3359872,Doc Holliday's Revenge 
Randy Jay Burrell,3359872,Doc Holliday's Revenge 
Anslem Richardson,1930294,Black Rock 
Katie Aselton,1930294,Black Rock 
Jay Paulson,1930294,Black Rock 
Alexander Vlahos,1838722,Truth or Die 
David Oakes,1838722,Truth or Die 
Jennie Jacques,1838722,Truth or Die 
Pierre Dulat,825728,The Pet 
Magi Avila,825728,The Pet 
Summer Napoles,825728,The Pet 
Chloe Rose,2655734,Bang Bang Baby 
Boyd Banks,2655734,Bang Bang Baby 
Kristian Bruun,2655734,Bang Bang Baby 
Kevin Gage,2165765,Fear Clinic 
Angelina Armani,2165765,Fear Clinic 
Fiona Dourif,2165765,Fear Clinic 
Shona Kay,2446502,Zombie Hunter 
Jason K. Wixom,2446502,Zombie Hunter 
Jarrod Phillips,2446502,Zombie Hunter 
Luke Perry,1604100,A Fine Step 
Justin Baldoni,1604100,A Fine Step 
Leonor Varela,1604100,A Fine Step 
Spencer Wilding,1924429,Trance 
Rosario Dawson,1924429,Trance 
Tuppence Middleton,1924429,Trance 
Dick Van Patten,62794,Charly 
Cliff Robertson,62794,Charly 
Claire Bloom,62794,Charly 
Katia Winter,2011276,Banshee Chapter 
Monique Candelaria,2011276,Banshee Chapter 
Michael McMillian,2011276,Banshee Chapter 
David DeLuise,156196,Jesse             
Eric Lloyd,156196,Jesse             
Bruno Campos,156196,Jesse             
Gia Mantegna,2505294,Ask Me Anything 
Kimberly Williams-Paisley,2505294,Ask Me Anything 
Cathryn de Prume,2505294,Ask Me Anything 
Mike Colter,825346,And Then Came Love 
Vanessa Williams,825346,And Then Came Love 
Eartha Kitt,825346,And Then Came Love 
Robert Kennedy Jr.,2141739,Food Chains 
Alma Martinez,2141739,Food Chains 
Eve Ensler,2141739,Food Chains 
Karl Malden,47296,On the Waterfront 
Marlon Brando,47296,On the Waterfront 
Rod Steiger,47296,On the Waterfront 
Geoff Stults,1726589,L!fe Happens 
Justin Kirk,1726589,L!fe Happens 
Kristen Johnston,1726589,L!fe Happens 
Vlad Ivanov,1032846,"4 Months, 3 Weeks and 2 Days "
Anamaria Marinca,1032846,"4 Months, 3 Weeks and 2 Days "
Alexandru Potocean,1032846,"4 Months, 3 Weeks and 2 Days "
Brian Dorton,3034146,The Horror Network Vol. 1 
Javier Botet,3034146,The Horror Network Vol. 1 
Jan Cornet,3034146,The Horror Network Vol. 1 
G.J. Echternkamp,424136,Hard Candy 
Odessa Rae,424136,Hard Candy 
Patrick Wilson,424136,Hard Candy 
David Gallagher,414951,The Quiet 
Katy Mixon,414951,The Quiet 
Edie Falco,414951,The Quiet 
Reza Sixo Safai,1684628,Circumstance 
Sarah Kazemy,1684628,Circumstance 
Sina Amedson,1684628,Circumstance 
Melonie Diaz,2334649,Fruitvale Station 
Ahna O'Reilly,2334649,Fruitvale Station 
Ariana Neal,2334649,Fruitvale Station 
Michael Angarano,1935902,The Brass Teapot 
Jack McBrayer,1935902,The Brass Teapot 
Alia Shawkat,1935902,The Brass Teapot 
Donnie Dunagan,34492,Bambi 
Sam Edwards,34492,Bambi 
Ann Gillis,34492,Bambi 
Rian Bishop,814130,The Hammer 
John Enos III,814130,The Hammer 
Adam Carolla,814130,The Hammer 
Harold Perrineau,882977,Snitch 
Dwayne Johnson,882977,Snitch 
Nadine Velazquez,882977,Snitch 
Rob McElhenney,345551,Latter Days 
Joseph Gordon-Levitt,345551,Latter Days 
Jacqueline Bisset,345551,Latter Days 
Christophe Cherki,1852001,Elza 
Stana Roumillac,1852001,Elza 
Teddy Doloir,1852001,Elza 
Ruby Dee,2388621,1982 
Bokeem Woodbine,2388621,1982 
Quinton Aaron,2388621,1982 
Ari Graynor,1996264,"For a Good Time, Call... "
James Wolk,1996264,"For a Good Time, Call... "
Nia Vardalos,1996264,"For a Good Time, Call... "
Janel Parrish,1405365,Celeste & Jesse Forever 
Ari Graynor,1405365,Celeste & Jesse Forever 
Rob Huebel,1405365,Celeste & Jesse Forever 
D. David Morin,295725,Time Changer 
Gavin MacLeod,295725,Time Changer 
Hal Linden,295725,Time Changer 
Johnny Harris,490166,London to Brighton 
Lorraine Stanley,490166,London to Brighton 
Georgia Groome,490166,London to Brighton 
Christopher Berry,4733536,American Hero 
Eddie Griffin,4733536,American Hero 
Michelle Tabora,4733536,American Hero 
Samaire Armstrong,2311428,Windsor Drive 
Tommy O'Reilly,2311428,Windsor Drive 
Matt Cohen,2311428,Windsor Drive 
Leila Hatami,1832382,A Separation 
Shahab Hosseini,1832382,A Separation 
Peyman Moaadi,1832382,A Separation 
Stephen McCole,1349478,Crying with Laughter 
Jo Hartley,1349478,Crying with Laughter 
Joe Cassidy,1349478,Crying with Laughter 
Ken Leung,114906,Welcome to the Dollhouse 
Heather Matarazzo,114906,Welcome to the Dollhouse 
Christina Vidal,114906,Welcome to the Dollhouse 
Todd Field,108000,Ruby in Paradise 
Allison Dean,108000,Ruby in Paradise 
Dorothy Lyman,108000,Ruby in Paradise 
Melonie Diaz,316188,Raising Victor Vargas 
Victor Rasuk,316188,Raising Victor Vargas 
Judy Marte,316188,Raising Victor Vargas 
Francis Lederer,18737,Pandora's Box 
Louise Brooks,18737,Pandora's Box 
Fritz Kortner,18737,Pandora's Box 
Melora Walters,870118,Harrison Montgomery 
Martin Landau,870118,Harrison Montgomery 
Diane Baker,870118,Harrison Montgomery 
Hilda Bernard,356453,Live-In Maid 
Norma Aleandro,356453,Live-In Maid 
Claudia Lapacó,356453,Live-In Maid 
Kathryn Morris,158583,Deterrence 
Kevin Pollak,158583,Deterrence 
Timothy Hutton,158583,Deterrence 
Tom Guiry,339419,The Mudge Boy 
Zachary Knighton,339419,The Mudge Boy 
Ryan Donowho,339419,The Mudge Boy 
Eion Bailey,186719,The Young Unknowns 
Leslie Bibb,186719,The Young Unknowns 
Arly Jover,186719,The Young Unknowns 
Kurt Angle,3569356,Not Cool 
Shane Dawson,3569356,Not Cool 
Cherami Leigh,3569356,Not Cool 
Stig Frode Henriksen,1278340,Dead Snow 
Bjørn Sundquist,1278340,Dead Snow 
Ane Dahl Torp,1278340,Dead Snow 
Larry Bagby,373283,Saints and Soldiers 
Corbin Allred,373283,Saints and Soldiers 
Kirby Heyborne,373283,Saints and Soldiers 
Alan Pietruszewski,2164708,Vessel 
Taylor Pigeon,2164708,Vessel 
Whit Spurgeon,2164708,Vessel 
Ron Howard,69704,American Graffiti 
Harrison Ford,69704,American Graffiti 
Mackenzie Phillips,69704,American Graffiti 
Katy Helvenston-Wettengal,815181,Iraq for Sale: The War Profiteers 
Scott Helvenston,815181,Iraq for Sale: The War Profiteers 
Donna Zovko,815181,Iraq for Sale: The War Profiteers 
Fred Armisen,455326,Aqua Teen Hunger Force Colon Movie Film for Theaters 
Tina Fey,455326,Aqua Teen Hunger Force Colon Movie Film for Theaters 
Chris Kattan,455326,Aqua Teen Hunger Force Colon Movie Film for Theaters 
Mark Duplass,1862079,Safety Not Guaranteed 
Mary Lynn Rajskub,1862079,Safety Not Guaranteed 
Jeff Garlin,1862079,Safety Not Guaranteed 
Larry King,1999192,Kevin Hart: Laugh at My Pain 
Isaac C. Singleton Jr.,1999192,Kevin Hart: Laugh at My Pain 
Jeanette Branch,1999192,Kevin Hart: Laugh at My Pain 
Ben Crompton,1788391,Kill List 
MyAnna Buring,1788391,Kill List 
Neil Maskell,1788391,Kill List 
Jake Ryan,1594562,The Innkeepers 
Lena Dunham,1594562,The Innkeepers 
Pat Healy,1594562,The Innkeepers 
Atticus Shaffer,1139668,The Unborn 
Gary Oldman,1139668,The Unborn 
Rachel Brosnahan,1139668,The Unborn 
Stefania Sandrelli,65571,The Conformist 
Jean-Louis Trintignant,65571,The Conformist 
Dominique Sanda,65571,The Conformist 
Christel Khalil,308411,Interview with the Assassin 
Raymond J. Barry,308411,Interview with the Assassin 
Renee Faia,308411,Interview with the Assassin 
Nichola Burley,988849,Donkey Punch 
Julian Morris,988849,Donkey Punch 
Tom Burke,988849,Donkey Punch 
Michael Welch,490076,All the Boys Love Mandy Lane 
Luke Grimes,490076,All the Boys Love Mandy Lane 
Whitney Able,490076,All the Boys Love Mandy Lane 
Jennifer Lee Wiggins,997143,Bled 
Dichen Lachman,997143,Bled 
Michele Morrow,997143,Bled 
Lloyd Bridges,44706,High Noon 
Gary Cooper,44706,High Noon 
Lon Chaney Jr.,44706,High Noon 
Arthur Agee,110057,Hoop Dreams 
William Gates,110057,Hoop Dreams 
Isiah Thomas,110057,Hoop Dreams 
Christopher Toler,436724,Rize 
Kevin Scott Richardson,436724,Rize 
Tommy the Clown,436724,Rize 
Lauren Cohan,2983582,Destiny 
Peter Dinklage,2983582,Destiny 
Erick Avari,2983582,Destiny 
Bruce Altman,242587,L.I.E. 
Adam LeFevre,242587,L.I.E. 
Walter Masterson,242587,L.I.E. 
Kara Hayward,1015471,The Sisterhood of Night 
Laura Fraser,1015471,The Sisterhood of Night 
Louis Ozawa Changchien,1015471,The Sisterhood of Night 
Wesley Jonathan,964179,B-Girl 
Aimee Garcia,964179,B-Girl 
Drew Sidora,964179,B-Girl 
Thomas Kretschmann,360717,King Kong 
Naomi Watts,360717,King Kong 
Evan Parke,360717,King Kong 
Paris Hilton,397065,House of Wax 
Robert Ri'chard,397065,House of Wax 
